Title,Year,Rated,Day_Released,Month_Released,Runtime,Genre,Director,Actors,Plot,Language,Country,Awards,Poster,RottenTomatoes,Metascore,imdbRating,imdbVotes,imdbID,Production,
My Darling Clementine,1946,Not Rated,1,Nov,97,"Biography,Drama,Western",John Ford,"Henry Fonda, Linda Darnell, Victor Mature, Cathy Downs","The Earps battle the Clantons at the OK Corral in Tombstone, Arizona.","English,Spanish",USA,3 wins.,https://m.media-amazon.com/images/M/MV5BZTQ5MTc1NzYtZmIyYi00YzdjLTk4OWEtMDQyNmU1MTQ2MzkzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,7.8,21319,tt0038762,20th Century Fox,
Notorious,1946,Not Rated,6,Sep,102,"Drama,Film-Noir,Romance,Thriller",Alfred Hitchcock,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,"English,French,Portuguese",USA,Nominated for 2 Oscars. Another 3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.98,100,7.9,91159,tt0038787,"RKO Radio Pictures Inc., Vanguard Films Production",
Paisan,1946,Not Rated,29,Mar,120,"Drama,War",Roberto Rossellini,"Carmela Sazio, Robert Van Loon, Benjamin Emanuel, Raymond Campbell",The language barrier has tragic consequences in a series of unrelated stories set during the Italian Campaign of WWII.,"Italian,English,German,Sicilian",Italy,Nominated for 1 Oscar. Another 10 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTI2NmNjNGItZDc4OC00YTI4LTkxYzItNmMxNzg3MWI4ZjYwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,1,N/A,7.7,7235,tt0038823,Organizzazione Film Internazionali (OFI),
The Postman Always Rings Twice,1946,Passed,6,Sep,113,"Crime,Drama,Film-Noir,Mystery,Romance,Thriller",Tay Garnett,"Lana Turner, John Garfield, Cecil Kellaway, Hume Cronyn","A married woman and a drifter fall in love, then plot to murder her husband.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTUzODE2Mzg3NF5BMl5BanBnXkFtZTgwNTE1MDkxMTE@._V1_SX300.jpg,0.89,84,7.5,18196,tt0038854,Metro Goldwyn Mayer,
Black Narcissus,1947,Not Rated,1,Dec,101,Drama,"Michael Powell, Emeric Pressburger","Deborah Kerr, Flora Robson, Jenny Laird, Judith Furse","A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.",English,UK,Won 2 Oscars. Another 3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg3MDQxMzg2OF5BMl5BanBnXkFtZTgwNDY5NTY3MzE@._V1_SX300.jpg,1,N/A,7.8,21046,tt0039192,The Archers,
Monsieur Verdoux,1947,Passed,8,Dec,124,"Comedy,Crime,Drama",Charles Chaplin,"Charles Chaplin, Mady Correll, Allison Roddan, Robert Lewis","A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards.",English,USA,Nominated for 1 Oscar. Another 5 wins.,https://m.media-amazon.com/images/M/MV5BZDhmZGU2OTMtYmFmMS00OGI0LWI5ZTItZmVkMWEyYjAyYjc5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.97,N/A,7.9,15671,tt0039631,United Artists,
Odd Man Out,1947,Not Rated,23,Apr,116,"Crime,Drama,Thriller",Carol Reed,"James Mason, Robert Newton, Cyril Cusack, F.J. McCormick",A wounded Irish nationalist leader attempts to evade police following a failed robbery in Belfast.,English,UK,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZGEzMmNlZmItNzA3Zi00MzYwLThlMWQtMjhmYzdiMGJiNDE2L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,7.7,8858,tt0039677,Two Cities Films Ltd.,
Out of the Past,1947,Not Rated,1,Dec,97,"Crime,Drama,Film-Noir,Romance,Thriller",Jacques Tourneur,"Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming","A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.","English,AmericanSignLanguage",USA,1 win.,https://m.media-amazon.com/images/M/MV5BMDE0MjYxYmMtM2VhMC00MjhiLTg5NjItMDkzZGM5MGVlYjMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.95,N/A,8,32240,tt0039689,RKO Radio Pictures Inc.,
Bicycle Thieves,1948,Not Rated,13,Dec,89,Drama,Vittorio De Sica,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri","In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.","Italian,English",Italy,Nominated for 1 Oscar. Another 20 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,0.98,N/A,8.3,143235,tt0040522,Produzioni De Sica,
Force of Evil,1948,Passed,1,Mar,79,"Crime,Drama,Film-Noir",Abraham Polonsky,"John Garfield, Thomas Gomez, Marie Windsor, Howland Chamberlain","An unethical lawyer, with an older brother he wants to help, becomes a partner with a client in the numbers racket.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZTA5MDA4YjQtOWMyMC00N2FkLWEyYjAtN2M2ODBlMzIxYmM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,89,7.3,5703,tt0040366,Metro Goldwyn Mayer,
The Lady from Shanghai,1947,Not Rated,14,Apr,87,"Crime,Drama,Film-Noir,Mystery,Thriller",Orson Welles,"Rita Hayworth, Orson Welles, Everett Sloane, Glenn Anders","Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.","English,Cantonese",USA,1 win.,https://m.media-amazon.com/images/M/MV5BNWZkNTYxZjQtN2IwZi00OGExLTg3ZDEtODNjMDFkN2Y5Y2NkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.82,N/A,7.6,26475,tt0040525,Columbia Pictures,
Letter from an Unknown Woman,1948,Not Rated,16,Jul,87,"Drama,Romance",Max Ophüls,"Joan Fontaine, Louis Jourdan, Mady Christians, Marcel Journet","A pianist about to flee from a duel receives a letter from a woman he cannot remember, who may hold the key to his downfall.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BY2VhMDdlM2UtYjViZi00OWFjLWI5YjUtYjY4NjRjOTJhOGNlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1,N/A,8,10898,tt0040536,Universal International Pictures,
Louisiana Story,1948,Approved,28,Oct,78,"Adventure,Drama",Robert J. Flaherty,"Joseph Boudreaux, Lionel Le Blanc, E. Bienvenu, Frank Hardy",The idyllic life of a young Cajun boy and his pet raccoon is disrupted when the tranquility of the bayou is broken by an oil well drilling near his home.,"English,French",USA,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQyNDg5ODAzMV5BMl5BanBnXkFtZTgwMDM4OTgwMzE@._V1_SX300.jpg,0.8,N/A,6.7,1579,tt0040550,Robert Flaherty Productions Inc. [us],
The Paleface,1948,Approved,17,Dec,91,"Comedy,Family,Western",Norman Z. McLeod,"Bob Hope, Jane Russell, Robert Armstrong, Iris Adrian","Calamity Jane is despatched to find out who's smuggling rifles to the Indians, and winds up married to a hapless correspondence school dentist as part of her cover.",English,USA,Won 1 Oscar. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BOGZhMGEwZjYtNjJlNC00YjY0LTg2YjQtNGU4MmM1OTNjYmMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ1MTUzODc@._V1_SX300.jpg,1,N/A,6.8,3676,tt0040679,Paramount Pictures,
Red River,1948,Passed,17,Sep,133,"Action,Adventure,Drama,Romance,Western","Howard Hawks, Arthur Rosson(co-director)","John Wayne, Montgomery Clift, Joanne Dru, Walter Brennan","Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.","English,Spanish",USA,Nominated for 2 Oscars. Another 4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzNiOGJhMDUtZjNjMC00YmE5LTk3NjQtNGM4ZjAzOGJjZmRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,7.8,27718,tt0040724,Monterey Productions,
The Red Shoes,1948,Not Rated,6,Sep,135,"Drama,Music,Romance","Michael Powell, Emeric Pressburger","Anton Walbrook, Marius Goring, Moira Shearer, Robert Helpmann",A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,"English,French,Russian",UK,Won 2 Oscars. Another 4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMzY2MzIwMDQzN15BMl5BanBnXkFtZTcwNDUxMTM4NA@@._V1_SX300.jpg,0.97,N/A,8.1,30043,tt0040725,"The Archers, Independent Producers",
Rope,1948,Approved,25,Sep,80,"Crime,Drama,Mystery,Thriller",Alfred Hitchcock,"Dick Hogan, John Dall, Farley Granger, Edith Evanson",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYWFjMDNlYzItY2VlMS00ZTRkLWJjYTEtYjI5NmFlMGE3MzQ2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.94,73,8,127256,tt0040746,Warner Brothers,
Secret Beyond the Door...,1947,Not Rated,4,Mar,99,"Drama,Film-Noir,Mystery,Romance,Thriller",Fritz Lang,"Joan Bennett, Michael Redgrave, Anne Revere, Barbara O'Neil","When a lovely woman and her new husband settle in an ancient mansion on the East coast, she discovers that he may want to kill her.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmNjN2M0OGQtMDgzNS00MjZkLTk2MTEtMDQ0OWVmMWFkYTI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.57,N/A,6.8,4320,tt0040766,N/A,
The Snake Pit,1948,Not Rated,13,Nov,108,"Drama,Mystery",Anatole Litvak,"Olivia de Havilland, Mark Stevens, Leo Genn, Celeste Holm",A detailed chronicle of a woman during her stay in a mental institution.,"English,German,Russian",USA,Won 1 Oscar. Another 9 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNjc5ODU3YzItN2JmZS00ZmY2LWFmNGItYzBhYzA0NWI2MzIwXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,1,N/A,7.6,6709,tt0040806,Twentieth Century Fox,
Spring in a Small Town,1948,N/A,10,Nov,98,"Drama,Romance",Mu Fei,"Chaoming Cui, Wei Li, Yu Shi, Wei Wei",A lonely housewife finds her monotonous life altered when her childhood sweetheart returns to town.,Mandarin,China,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMWY3YjZhNjEtZDM0OS00YTc5LTllODctMmY4NWQ3OTAzOGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1,N/A,7.4,2337,tt0189219,Wenhua Film Company,
The Treasure of the Sierra Madre,1948,Passed,24,Jan,126,"Adventure,Drama,Western",John Huston,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett",Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,"English,Spanish","USA,Mexico",Won 3 Oscars. Another 13 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1,98,8.2,112940,tt0040897,Warner Brothers,
Adam's Rib,1949,Not Rated,18,Nov,101,"Comedy,Drama,Romance",George Cukor,"Spencer Tracy, Katharine Hepburn, Judy Holliday, Tom Ewell",Domestic and professional tensions mount when a husband and wife work as opposing lawyers in a case involving a woman who shot her husband.,English,USA,Nominated for 1 Oscar. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNmEyY2ExYTMtN2VmNi00MTMwLWE3MmQtZDM1NDAxNDdhZDRlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.96,87,7.5,19198,tt0041090,Metro Goldwyn Mayer,
The Heiress,1949,Not Rated,28,Dec,115,"Drama,Romance",William Wyler,"Olivia de Havilland, Montgomery Clift, Ralph Richardson, Miriam Hopkins",A young naive woman falls for a handsome young man who her emotionally abusive father suspects is a fortune hunter.,"English,French",USA,Won 4 Oscars. Another 5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMjZjNmVmYTMtM2U1ZS00MzNmLWExODAtMTI5MDhkZDZmYTgwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,8.1,13437,tt0041452,Paramount Pictures,
Kind Hearts and Coronets,1949,Not Rated,14,Jun,106,"Comedy,Crime",Robert Hamer,"Dennis Price, Valerie Hobson, Joan Greenwood, Alec Guinness",A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,English,UK,Nominated for 1 BAFTA Film Award. Another 4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjc1Yzc0ZmItMzU1OS00OWVlLThmYTctMWNlYmFlMjkxMzc0XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_SX300.jpg,1,N/A,8,34054,tt0041546,Ealing Studios,
On the Town,1949,Passed,30,Dec,98,"Comedy,Musical,Romance","Stanley Donen, Gene Kelly","Gene Kelly, Frank Sinatra, Betty Garrett, Ann Miller",Three sailors on a day of shore leave in New York City look for fun and romance before their twenty-four hours are up.,English,USA,Won 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjk0YmVlNTQtZDg0NC00MGYyLWFhYTMtMTBlMzFkYjczMDMyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.93,71,7.4,15630,tt0041716,Metro Goldwyn Mayer,
Orpheus,1950,Not Rated,29,Nov,112,"Fantasy,Drama,Romance",Jean Cocteau,"Jean Marais, François Périer, María Casares, Marie Déa",A poet in love with Death follows his unhappy wife into the underworld.,French,France,Nominated for 1 BAFTA Film Award. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUwMjUwMTY2MV5BMl5BanBnXkFtZTgwNzA2MDM5MTE@._V1_SX300.jpg,0.97,N/A,8,10293,tt0041719,Andre Paulve Film,
The Reckless Moment,1949,Not Rated,26,Dec,82,"Crime,Drama,Film-Noir",Max Ophüls,"James Mason, Joan Bennett, Geraldine Brooks, Henry O'Neill","After discovering the dead body of her teenage daughter's lover, a housewife takes desperate measures to protect her family from scandal.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2EyZGU0ZWUtNTgzNy00NDBkLThhMWQtNTM2NzU4ZTNhMjIzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.73,N/A,7.2,4206,tt0041786,Columbia Pictures Corporation,
The Third Man,1949,Approved,12,Oct,93,"Film-Noir,Mystery,Thriller",Carol Reed,"Joseph Cotten, Alida Valli, Orson Welles, Trevor Howard","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","English,German,Russian",UK,Won 1 Oscar. Another 4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.99,97,8.1,156562,tt0041959,"British Lion Film Corporation, London Film Production",
Whisky Galore!,1949,Approved,25,Dec,80,"Comedy,Crime",Alexander Mackendrick,"Basil Radford, Catherine Lacey, Bruce Seton, Joan Greenwood","Scottish islanders try to plunder 50,000 cases of whisky from a stranded ship.","English,ScottishGaelic",UK,Nominated for 1 BAFTA Film Award. Another 1 win.,https://m.media-amazon.com/images/M/MV5BMTM5NTY2NjI2MF5BMl5BanBnXkFtZTgwMDc0MDgyMTE@._V1_SX300.jpg,0.96,N/A,7.2,5005,tt0042040,Ealing Studios,
White Heat,1949,Not Rated,3,Sep,114,"Action,Crime,Drama,Film-Noir",Raoul Walsh,"James Cagney, Virginia Mayo, Edmond O'Brien, Margaret Wycherly",A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,English,USA,Nominated for 1 Oscar. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZmI5NTA3MjItYzdhMi00MWMxLTg3OWMtYWQyYjg5MTFmM2U0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.97,N/A,8.1,29295,tt0042041,Warner Brothers,
All About Eve,1950,Passed,27,Oct,138,Drama,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm",A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"English,French",USA,Won 6 Oscars. Another 18 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg,0.99,98,8.2,118991,tt0042192,Twentieth Century Fox,
The Asphalt Jungle,1950,Passed,1,Jun,112,"Crime,Drama,Film-Noir,Thriller",John Huston,"Sterling Hayden, Louis Calhern, Jean Hagen, James Whitmore","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.","English,German",USA,Nominated for 4 Oscars. Another 5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNWYxNWZjZmEtOTk1Ny00ZWE0LWI1YjAtZmQ0ZjM4OGUwNmJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0.97,N/A,7.9,23702,tt0042208,Metro Goldwyn Mayer,
Gun Crazy,1950,Passed,20,Jan,87,"Crime,Drama,Film-Noir,Romance,Thriller",Joseph H. Lewis,"Peggy Cummins, John Dall, Berry Kroeger, Morris Carnovsky","A well meaning crack shot husband is pressured by his beautiful marksman wife to go on an interstate robbery spree, where he finds out just how depraved and deadly she really is.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMGRlOWYyZjItMzMwZS00ZTA5LTliYWUtZWQxZTllOTQ1Y2VlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.98,74,7.6,11480,tt0042530,King Brothers Productions,
In a Lonely Place,1950,Not Rated,1,Aug,94,"Drama,Film-Noir,Mystery,Romance,Thriller",Nicholas Ray,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid","A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BNjRmZjcwZTQtYWY0ZS00ODAwLTg4YTktZDhlZDMwMTM1MGFkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.98,N/A,8,25781,tt0042593,Columbia Pictures Corporation,
Los Olvidados,1950,Not Rated,24,Mar,80,"Crime,Drama",Luis Buñuel,"Estela Inda, Miguel Inclán, Alfonso Mejía, Roberto Cobo","A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, and the morals of young Pedro are gradually corrupted and destroyed by the others.",Spanish,Mexico,Nominated for 1 BAFTA Film Award. Another 12 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BODM4OTk1MjI5NV5BMl5BanBnXkFtZTgwNTg0NTQzMjE@._V1_SX300.jpg,0.9,N/A,8.3,18181,tt0042804,Azteca Films,
Rashomon,1950,Not Rated,26,Dec,88,"Crime,Drama,Mystery",Akira Kurosawa,"Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Japanese,Japan,Nominated for 1 Oscar. Another 9 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_SX300.jpg,0.98,98,8.2,149560,tt0042876,Daiei Motion Picture Company,
Rio Grande,1950,Passed,15,Nov,105,"Romance,Western",John Ford,"John Wayne, Maureen O'Hara, Ben Johnson, Claude Jarman Jr.","A cavalry officer posted on the Rio Grande is confronted with murderous raiding Apaches, a son who's a risk-taking recruit and his wife from whom he has been separated for many years.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOTI2ZjM2MTUtYTNjYS00ZTM3LTg0NjEtNDNlM2JhMzk1ZjIyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.77,N/A,7.1,14223,tt0042895,"Republic Pictures Corporation, Argosy Pictures",
Sunset Blvd.,1950,Passed,29,Sep,110,"Drama,Film-Noir",Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson",A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,English,USA,Won 3 Oscars. Another 15 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_SX300.jpg,0.99,N/A,8.4,198424,tt0043014,Paramount Pictures,
Winchester '73,1950,Passed,12,Jul,92,"Action,Drama,Western",Anthony Mann,"James Stewart, Shelley Winters, Dan Duryea, Stephen McNally",The journey of a prized rifle from one ill-fated owner to another parallels a cowboy's search for a murderous fugitive.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BM2Q5ODYwYmQtODc1NS00ZjQxLTg1NzEtMjIzYjA3NWJmY2QxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,1,N/A,7.6,16453,tt0043137,Universal International Pictures,
Ace in the Hole,1951,Approved,4,Jul,111,"Drama,Film-Noir",Billy Wilder,"Kirk Douglas, Jan Sterling, Robert Arthur, Porter Hall","A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.","English,Spanish,Latin",USA,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNDUzZjlhZTYtN2E5MS00ODQ3LWI1ZjgtNzdiZmI0NTZiZTljXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,0.92,72,8.1,31021,tt0043338,Paramount Pictures,
The African Queen,1951,PG,21,Mar,105,"Adventure,Drama,Romance,War",John Huston,"Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull","In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.","English,German,Swahili","UK,USA",Won 1 Oscar. Another 2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTg4NDk5NzY4M15BMl5BanBnXkFtZTgwMzUwMTY3MjE@._V1_SX300.jpg,0.98,91,7.7,70495,tt0043265,"Horizon Films, Romulus Productions",
