Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Laura,1944,Passed,01 Nov 1944,88 min,"Drama, Film-Noir, Mystery",Otto Preminger,"Vera Caspary (novel), Jay Dratler (screen play by), Samuel Hoffenstein (screen play by), Elizabeth Reinhardt (screen play by)","Gene Tierney, Dana Andrews, Clifton Webb, Vincent Price",A police detective falls in love with the woman whose murder he is investigating.,English,USA,Won 1 Oscar. Another 2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.0,"42,038",tt0037008,movie,N/A,N/A,Twentieth Century Fox,N/A,True
Meet Me in St. Louis,1944,Passed,01 Jan 1945,113 min,"Comedy, Drama, Family, Music, Romance",Vincente Minnelli,"Irving Brecher (screen play), Fred F. Finklehoffe (screen play), Sally Benson (based on the novel by)","Judy Garland, Margaret O'Brien, Mary Astor, Lucille Bremer","In the year leading up to the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",English,USA,Nominated for 4 Oscars. Another 6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZWVmZmRlNWQtYzYyMy00ZDljLWE5MjgtNDE5MGVmYTQ5NDk0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.6,"19,887",tt0037059,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True
"Murder, My Sweet",1944,Approved,22 Feb 1945,95 min,"Crime, Drama, Film-Noir, Mystery, Thriller",Edward Dmytryk,"John Paxton (screenplay), Raymond Chandler (novel)","Dick Powell, Claire Trevor, Anne Shirley, Otto Kruger","After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BY2YyNWVhNzYtMjNkNS00YTNlLTlkYjYtMDVmMWExNTAxNGFlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.6,"11,886",tt0037101,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
To Have and Have Not,1944,Passed,20 Jan 1945,100 min,"Adventure, Comedy, Film-Noir, Romance, Thriller, War",Howard Hawks,"Ernest Hemingway (novel), Jules Furthman (screen play), William Faulkner (screen play)","Humphrey Bogart, Walter Brennan, Lauren Bacall, Dolores Moran","During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.","English, French",USA,1 win.,https://m.media-amazon.com/images/M/MV5BZGU2YmU0MWMtMzg5My00ZmY2LTljMDItMTg2YTI5Y2U2OTE3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.8,"30,549",tt0037382,movie,N/A,N/A,Warner Brothers,N/A,True
San Pietro,1945,Unrated,03 May 1945,32 min,"Documentary, Short, War",John Huston,N/A,"Mark W. Clark, John Huston",Director John Huston documents the Battle of San Pietro Infine in December 1943.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTA1NjMxOTMxNjNeQTJeQWpwZ15BbWU3MDAxOTcwNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,918",tt0036630,movie,N/A,N/A,N/A,N/A,True
Brief Encounter,1945,Not Rated,24 Aug 1946,86 min,"Drama, Romance",David Lean,N/A,"Celia Johnson, Trevor Howard, Stanley Holloway, Joyce Carey","Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.","English, French",UK,Nominated for 3 Oscars. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BYWQ0MGNjOTYtMWJlNi00YWMxLWFmMzktYjAyNTVkY2U1NWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,8.0,"34,884",tt0037558,movie,N/A,N/A,"G.C.F., The Rank Organization [gb], Cineguild",N/A,True
Children of Paradise,1945,Not Rated,15 Nov 1946,189 min,"Drama, Romance",Marcel Carné,Jacques Prévert (scenario and dialogue),"Arletty, Jean-Louis Barrault, Pierre Brasseur, Pierre Renoir",The theatrical life of a beautiful courtesan and the four men who love her.,French,France,Nominated for 1 Oscar. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BZjVjYTAzYjctZTZkNi00NmNhLWJkY2UtNjEyOWQ5NTI0MmEzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.4,"17,914",tt0037674,movie,N/A,N/A,Pathé Cinéma,N/A,True
Detour,1945,Passed,25 Jan 1946,68 min,"Crime, Drama, Film-Noir",Edgar G. Ulmer,"Martin Goldsmith (screenplay), Martin Goldsmith (original story)","Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald",Chance events trap hitch-hiker Al Roberts in a tightening net of film noir trouble.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BYTVhNTU2YzMtOTVjNy00YzhhLTk5OWItMjU4ZGMyNDQ4ZDIwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.4,"14,644",tt0037638,movie,N/A,N/A,Producers Releasing Corporation (PRC),N/A,True
I Know Where I'm Going!,1945,Not Rated,09 Aug 1947,91 min,"Drama, Romance","Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger","George Carney, Wendy Hiller, Walter Hudd, Duncan MacKechnie","A young Englishwoman goes to the Hebrides to marry her older, wealthier fiancé. When the weather keeps them separated on different islands, she begins to have second thoughts.","English, Scottish Gaelic",UK,N/A,https://m.media-amazon.com/images/M/MV5BYTM0OTRiYjktMTNjZi00NzVhLWIzYmQtZDQyYzk4NTE5NzRmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.5,"7,784",tt0037800,movie,N/A,N/A,The Archers,N/A,True
The Lost Weekend,1945,Passed,01 Jan 1946,101 min,"Drama, Film-Noir",Billy Wilder,"Charles R. Jackson (from the novel by), Charles Brackett (screen play), Billy Wilder (screen play)","Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,English,USA,Won 4 Oscars. Another 12 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.9,"33,148",tt0037884,movie,N/A,N/A,Paramount Pictures,N/A,True
Mildred Pierce,1945,Approved,20 Oct 1945,111 min,"Crime, Drama, Film-Noir, Mystery, Romance",Michael Curtiz,"Ranald MacDougall (screenplay), James M. Cain (novel)","Joan Crawford, Jack Carson, Zachary Scott, Eve Arden",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,English,USA,Won 1 Oscar. Another 2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNzljY2U2MDItYWE3Yi00OWE3LWEyMjQtMGNkZmJjNDE0NDJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.0,"22,424",tt0037913,movie,N/A,N/A,Warner Bros.,N/A,True
"Rome, Open City",1945,Not Rated,08 Oct 1945,103 min,"Drama, Thriller, War",Roberto Rossellini,"Sergio Amidei (screenplay), Federico Fellini (collaboration on screenplay), Roberto Rossellini (collaboration on screenplay), Sergio Amidei (story), Alberto Consiglio (additional material), Roberto Rossellini (additional material)","Aldo Fabrizi, Anna Magnani, Marcello Pagliero, Vito Annichiarico","During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape.","Italian, German, Latin",Italy,Nominated for 1 Oscar. Another 7 wins.,https://m.media-amazon.com/images/M/MV5BNGI0MmY1NTMtMTFmZS00Y2NkLTgyZDktMTFkNDZlOTc4YWU3XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.0,"22,956",tt0038890,movie,N/A,N/A,Excelsa Film,N/A,True
Beauty and the Beast,1946,Not Rated,23 Dec 1947,93 min,"Drama, Fantasy, Romance","Jean Cocteau, René Clément","Jean Cocteau (dialogue), Jean Cocteau (screenplay), Jean Cocteau (story), Jeanne-Marie Leprince de Beaumont (story)","Jean Marais, Josette Day, Mila Parély, Nane Germon","A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",French,France,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BODMwNmZjZmEtZGE5MS00NGIyLTlhNzQtMDNkNzk4ODkxZmI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.9,"23,964",tt0038348,movie,01 Jan 1998,N/A,Light Quest Films,N/A,True
The Best Years of Our Lives,1946,Approved,29 May 1947,170 min,"Drama, Romance, War",William Wyler,"Robert E. Sherwood (screen play), MacKinlay Kantor (from a novel by)","Myrna Loy, Fredric March, Dana Andrews, Teresa Wright",Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,English,USA,Won 7 Oscars. Another 14 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,8.0,"56,566",tt0036868,movie,N/A,N/A,Samuel Goldwyn Company,N/A,True
The Big Sleep,1946,Not Rated,31 Aug 1946,114 min,"Crime, Film-Noir, Mystery, Thriller",Howard Hawks,"William Faulkner (screen play), Leigh Brackett (screen play), Jules Furthman (screen play), Raymond Chandler (novel)","Humphrey Bogart, Lauren Bacall, John Ridgely, Martha Vickers","Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.9,"77,933",tt0038355,movie,N/A,N/A,Warner Brothers/Seven Arts,N/A,True
Gilda,1946,Approved,25 Apr 1946,110 min,"Drama, Film-Noir, Romance, Thriller",Charles Vidor,"E.A. Ellington (story), Jo Eisinger (adaptation), Marion Parsonnet (screenplay)","Rita Hayworth, Glenn Ford, George Macready, Joseph Calleia",A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,"English, Spanish, French, German",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYWUxMzViZTUtNTYxNy00YjY4LWJmMjYtMzNlOThjNjhiZmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.7,"27,619",tt0038559,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True
Great Expectations,1946,Approved,22 May 1947,118 min,"Adventure, Drama, Mystery, Romance",David Lean,"Charles Dickens (by), David Lean (adapted for the screen by), Ronald Neame (adapted for the screen by), Anthony Havelock-Allan (adapted for the screen by), Kay Walsh (adapted for the screen with), Cecil McGivern (adapted for the screen with)","John Mills, Tony Wager, Valerie Hobson, Jean Simmons",A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.,English,UK,Won 2 Oscars. Another 1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZjA1YTQ1NGItZDI0OS00MTFiLTg1NTUtOWViMTg0ZDA4MWMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.8,"21,733",tt0038574,movie,N/A,N/A,Cineguild,N/A,True
It's a Wonderful Life,1946,PG,07 Jan 1947,130 min,"Drama, Family, Fantasy",Frank Capra,"Frances Goodrich (screenplay), Albert Hackett (screenplay), Frank Capra (screenplay), Jo Swerling (additional scenes), Philip Van Doren Stern (story)","James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,"English, French",USA,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,8.6,"391,743",tt0038650,movie,N/A,N/A,"RKO Radio Pictures Inc., Liberty Films",N/A,True
The Killers,1946,Passed,30 Aug 1946,103 min,"Crime, Drama, Film-Noir, Mystery",Robert Siodmak,"Anthony Veiller (screenplay), Ernest Hemingway (from the story by)","Burt Lancaster, Ava Gardner, Edmond O'Brien, Albert Dekker","Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.",English,USA,Nominated for 4 Oscars. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BNGZmNmJhY2YtMjhjNy00YThhLTk5MWItNDU2NTZhNzg1MTYwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"18,669",tt0038669,movie,N/A,N/A,Mark Hellinger Productions,N/A,True
A Matter of Life and Death,1946,PG,01 Mar 1947,104 min,"Comedy, Drama, Fantasy, Romance, War","Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger","David Niven, Kim Hunter, Robert Coote, Kathleen Byron",A British wartime aviator who cheats death must argue for his life before a celestial court.,"English, French, Russian",UK,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmQzZjIyN2EtOWI5Ni00ZDgyLTk4NGQtZmQ3ZWRhODIyZTVlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,8.1,"18,868",tt0038733,movie,N/A,N/A,The Archers,N/A,True
My Darling Clementine,1946,Not Rated,01 Nov 1946,97 min,"Biography, Drama, Western",John Ford,"Samuel G. Engel (screen play by), Winston Miller (screen play by), Sam Hellman (from a story by), Stuart N. Lake (based on a book by)","Henry Fonda, Linda Darnell, Victor Mature, Cathy Downs","The Earps battle the Clantons at the OK Corral in Tombstone, Arizona.","English, Spanish",USA,3 wins.,https://m.media-amazon.com/images/M/MV5BZTQ5MTc1NzYtZmIyYi00YzdjLTk4OWEtMDQyNmU1MTQ2MzkzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"21,319",tt0038762,movie,N/A,N/A,20th Century Fox,N/A,True
Notorious,1946,Not Rated,06 Sep 1946,102 min,"Drama, Film-Noir, Romance, Thriller",Alfred Hitchcock,Ben Hecht,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,"English, French, Portuguese",USA,Nominated for 2 Oscars. Another 3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100,7.9,"91,159",tt0038787,movie,N/A,N/A,"RKO Radio Pictures Inc., Vanguard Films Production",N/A,True
Paisan,1946,Not Rated,29 Mar 1948,120 min,"Drama, War",Roberto Rossellini,"Sergio Amidei (story), Federico Fellini (story), Klaus Mann (story), Marcello Pagliero (story), Alfred Hayes (story), Sergio Amidei (screenplay and dialogue), Federico Fellini (screenplay and dialogue), Roberto Rossellini (screenplay and dialogue), Rod E. Geiger (screenplay collaboration)","Carmela Sazio, Robert Van Loon, Benjamin Emanuel, Raymond Campbell",The language barrier has tragic consequences in a series of unrelated stories set during the Italian Campaign of WWII.,"Italian, English, German, Sicilian",Italy,Nominated for 1 Oscar. Another 10 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTI2NmNjNGItZDc4OC00YTI4LTkxYzItNmMxNzg3MWI4ZjYwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.7,"7,235",tt0038823,movie,N/A,N/A,Organizzazione Film Internazionali (OFI),N/A,True
The Postman Always Rings Twice,1946,Passed,06 Sep 1946,113 min,"Crime, Drama, Film-Noir, Mystery, Romance, Thriller",Tay Garnett,"Harry Ruskin (screen play), Niven Busch (screen play), James M. Cain (based on the novel by)","Lana Turner, John Garfield, Cecil Kellaway, Hume Cronyn","A married woman and a drifter fall in love, then plot to murder her husband.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTUzODE2Mzg3NF5BMl5BanBnXkFtZTgwNTE1MDkxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.5,"18,196",tt0038854,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True
Black Narcissus,1947,Not Rated,01 Dec 1947,101 min,Drama,"Michael Powell, Emeric Pressburger","Rumer Godden (adapted from the novel by), Michael Powell, Emeric Pressburger","Deborah Kerr, Flora Robson, Jenny Laird, Judith Furse","A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.",English,UK,Won 2 Oscars. Another 3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg3MDQxMzg2OF5BMl5BanBnXkFtZTgwNDY5NTY3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"21,046",tt0039192,movie,N/A,N/A,The Archers,N/A,True
Monsieur Verdoux,1947,Passed,08 Dec 1947,124 min,"Comedy, Crime, Drama",Charles Chaplin,"Charles Chaplin (an original story written by), Orson Welles (based on an idea by)","Charles Chaplin, Mady Correll, Allison Roddan, Robert Lewis","A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards.",English,USA,Nominated for 1 Oscar. Another 5 wins.,https://m.media-amazon.com/images/M/MV5BZDhmZGU2OTMtYmFmMS00OGI0LWI5ZTItZmVkMWEyYjAyYjc5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.9,"15,671",tt0039631,movie,N/A,N/A,United Artists,N/A,True
Odd Man Out,1947,Not Rated,23 Apr 1947,116 min,"Crime, Drama, Thriller",Carol Reed,"F.L. Green (by), F.L. Green (screenplay), R.C. Sherriff (screenplay)","James Mason, Robert Newton, Cyril Cusack, F.J. McCormick",A wounded Irish nationalist leader attempts to evade police following a failed robbery in Belfast.,English,UK,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZGEzMmNlZmItNzA3Zi00MzYwLThlMWQtMjhmYzdiMGJiNDE2L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.7,"8,858",tt0039677,movie,N/A,N/A,Two Cities Films Ltd.,N/A,True
